,oare_id,label,excavation_no,transliteration,pdf
2999,3ce3d585-4477-4ed0-a321-796ed8d62872,Cuneiform Tablet Kt 94/k 1614 (AKT 6a 272),Kt 94/k 1614,ra-bi-ṣú-um ša É ša-lim-a-šur a-na en-um-a-šùr ú a-lá-ḫi-im me-er-e ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma ra-bi-ṣú-um-ma iš-tù ITU-<gap>-KAM a-li-kam-ma tù-na-a-ni ú iš-tù ITU.2.KAM um-me-a-nu a-bi-ku-nu <gap> na-áš-pé-er-tám i-<gap> wa-šu-ri-im ú-kà-<gap> tù-na-ni-ma a-lá+lá-<gap> pí-a ša ni-iš a-lim{ki} ú ru-ba-im ta-mu-ú lu ú-kà-al ba-a-nim {d}UTU 1 u4-ma-am a-nim a-šar URUDU ú KÙ.BABBAR ša a-bi-ku-nu ú-kà-lu-ni kà-li-ma-ni lu-šé-ra-ku-nu-tí lá tù-na-a-ni-ma KÙ.BABBAR 12 ma-na lá tù-ša-ag-me-ra-ni lá ri-ig-ma-tum ší-bu-tum ra-bi-ṣú-um iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šùr-ma uš-kà-in a-na ší-pár be-lí-a ba-a-am mì <gap> dur4-ḫu-mì-it lu nu-pá-ḫi-ir-ma lu nu-ṣí lá tù-na-ḫa-ni um-ma a-lá-ḫu-um-ma a-pu-tí-a a-ba-ba e-pu-ul-ma a-na dur4-ḫu-mì-it ú-lá a-lá-ak ba-a-am <gap> tám-kà-ru <gap> ba-a-am <gap> a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in IGI ku-zi-lá-nim IGI a-šùr-GAL ni-mar-{d}IM tap-pá-i-ni,6a
3000,cc813851-7f2c-4f1d-b91f-127d797f411b,Cuneiform Tablet Kt 94/k 572 (AKT 6a 274),Kt 94/k 572,12 ma-na URUDU SIG5 a-šu-mì sú-e-im ša la-ba-ar-ša a-na ša-pá-ar-tim i-dí-a-ší-ni ù sú-am a-la-ḫu-um e-ri-šu-ma ù-ḫa-li-qú-ší URUDU-am áš-qúl ù KÙ.BABBAR a-na DUMU lá-qé-ep DUMU {d}AB-ba-ni áš-qúl 10.5 GÍN KÙ.BABBAR a-na a-lu-ra-ni 3 GÍN a-na e-ṣí qá-at-nu-tim 3 GÍN a-na ab-na-tim 2 GÍN ig-ri i-tí-ni-im mì-ma a-nim a-na ṣí-tim ša É A.BA ù-ša-qí-il5,6a
3001,a7f37b42-909f-40e7-b3b2-c31e386e883c,Cuneiform Tablet Kt 94/k 1534 (AKT 6a 273),Kt 94/k 1534,<gap> GÍN <gap> i-na KÙ.BABBAR a-ni-<gap> al-qé a-ni <gap> 0.33333 GÍN KÙ.BABBAR a-na ra-bi4-ṣí-im <gap> a-na ša tí-tù-ri-im mì-ma a-ni-im i kà-ni-iš-ma áš-qú-ul iš-tù kà-ni-iš a-dí wa-áš-ḫa-ni-a 10 GÍN AN.NA lu a-na É ub-ri lu a-na ú-ku-ul-tí-ni <gap> i-na wa-áš-ḫa-ni-a 6.5 GÍN AN.NA ni-is-ḫa-tim e-kál-lam il5-qé 3 GÍN AN.NA kà-šu-um 1.5 GÍN AN.NA ša ḫa-ṭí-šu 2 ma-na URUDU a-na É ub-ri 3 ma-na URUDU a-na ra-bi4-ṣí-im ša wa-áš-ḫa-ni-a 6.33333 GÍN AN.NA ni-is-ḫa-tim i-na ba-té-e ša lá-ḫu-ta il5-qé-ú 0.5 ma-na URUDU a-na mu-qá-ri-bi-im mì-ma a-nim ša wa-áš-ḫa-ni-a iš-tù wa-áš-ḫa-ni-a a-dí né-na-ša-a <gap> GÍN AN.NA ni-is-ḫa-tim il5-qé-ú 2 GÍN AN.NA kà-šu-um 1 ma-na URUDU a-na ša tí-tù-ri-im 1 ma-na URUDU a-na É ub-ri-ni 2.5 ma-na URUDU ra-bi-ṣú-um mì-ma a-nim ša né-na-ša-a i-na wa-aḫ-šu-ša-na DUMU šu-{d}EN.LÍL a-<gap> iš <gap> ki-ni 0.33333 ma-na KÙ.BABBAR lá ma <gap> ša ku-a-tí ša i-ṣé-ri-šu il5-qé ù i-a-tí ṣú-ba-tí-ma 0.33333 ma-na KÙ.BABBAR i-ṣé-ri-a IGI a-lu-lá-a IGI en-na-sú-in DUMU šu-a-nim il5-qé ú a-dí ú-mì-im ša sí-<gap> ta-ni 30 ma-na URUDU a-na ú-ku-ul-tí-ni i-nu-mì i-na du-ur-ḫu-mì-it a-ba-ba MAŠKIM ú-qá-i-ú-ni 10 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-ni ga-me-er i-nu-mì a-na pá-ni qú-bu-ri-im ša a-šar a-bu-ni qá-áb-ru-ni É-tám e-pu-šu-ni 2 GÚ URUDU ga-am-ri ú 15 ma-na URUDU ig-ri e-tí-nim <gap> IGI šu-IŠTAR IGI <gap>-ni <gap> 5 GÍN KÙ.BABBAR ni-ša-qal-šu-um <gap> be i-dí mì <gap> ṭup-pá-am ša 10 ma-na i-ku-pì-a <gap> 5 GÚ 20 ma-na ša en-um-a-šur a-na <gap>-tí 10 a-ṣé-er URUDU dí-šum i-dí-a-šur ú a-lá-ḫu-um <gap> a-dí u4-mì-im a-nim ip-qí <gap>,6a
3002,1d32295d-8f12-4e95-93cb-52aad70b367b,Cuneiform Tablet Kt 94/k 1007 (AKT 6a 275),Kt 94/k 1007,0.66666 ma-na 7.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ki-iš-da-tí-a a-na i-dí-a-šùr DUMU dan-a-šùr i ra-mì-ni-a áš-qú-ul lu a-na ri-ig-ma-tim i-dí-a-šur ir-dí-ni-a-tí-ni lu a-na ṭup-pí ša ší-bi4 i ba-áb DINGIR-lim ú-ga-ri-mu-ni 1 GÚ 40 ma-na ag-mu-ur-ma mì-iš-li-šu ṣí-li-a i-dí-nam <gap> 0.5 ma-na URUDU SIG5 mu-ṣí-šu ú pu-ru-sà-e ša ra-bi4-ṣí-im i ra-mì-ni-a áš-qú-ul ú-ku-ul-tí MAŠKIM a-na-ku-ma ú-ša-qí-il5 ṣí-li-a mì-ma a-na ú-ku-ul-tí-šu ú-lá i-dí-in i-nu-mì a-na-ku ù a-ba-ba a-ṣé-er ì-lí-dan e-tí-qú-ni i-na ḫa-ra-nim lu a-dí u4-mì-im a-nim ni-is-ḫu-ru-ma a-wa-sú ni-ib-tù-qú-ni ú iš-tù ku-bu-ur-na-at a-dí dur4-ḫu-mì-it ni-tù-ru-ni 0.5 ma-na 4 GÍN KÙ.BABBAR ga-me-er mì-ma a-nim a-dí a-wa-tim ša É a-bi-ni kà-ša-dim ú-ga-me-er i-na KÙ.BABBAR ša É a-bi-a gám-ri a-lá-qé,6a
3003,8fca0d75-5a0a-4b19-971d-2c8255f8fae8,Cuneiform Tablet Kt 94/k 1111 (AKT 6a 276),Kt 94/k 1111,<gap> a-na 5 ma-na ṭup-pá-am ša <gap> bu-<gap>-kum ì-lí-dan ù šu-{d}EN.LÍL ša 2.33333 ma-na 4.5 GÍN KÙ.BABBAR SÍG.ḪI.A 1 ma-na 10 GÍN AN.NA 6 ANŠE ṣa-lá-mu ù ú-nu-sú-nu mì-ma a-nim a-na a-mur-ša-ra-sà a-dí-in-ma a-na ku-bu-ur-na-at ú-bi-il5 IGI a-di-da IGI a-ba-ba IGI dam-qá-a 3 GÍN KÙ.BABBAR i li-bi šu-li-i,6a
3004,ea0a5204-461e-4024-abdf-6a7508b9db57,Cuneiform Tablet Kt 94/k 1011 (AKT 6a 277),Kt 94/k 1011,a-ba-ba ra-bi-ṣú-um ša É ša-lim-a-šur en-um-a-šur ù ṣí-li-a ša ki-ma a-la-ḫi-im a-na i-dí-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma a-ba-ba ra-bi-ṣú-ma a-na i-dí-a-šùr-ma ṭup-pá-am ša a-lim{ki} ta-áš-me KÙ.BABBAR-ap ša-lim-a-šur ù-pá-ḫa-ar ù na-áš-pé-er-tám ša um-me-a-ni ša-lim-a-šur iš-tù ITU.KAM ḫu-bu-ur li-mì-im a-šur-ma-lik DUMU a-lá-ḫi-im ub-lá-kum ša 40 GÚ URUDU SIG5 ip-qí-du-ni-ku-ni tù-šé-ra-am ù a-na me-er-e ša-lim-a-šur la ta-tù-ar 40 GÚ URUDU SIG5 ša um-me-a-ni ša-lim-a-šur ta-pu-lu-ni a-na ma-lá na-áš-pè-er-tí-šu-nu iš-tù ITU.1.KAM ḫu-bu-ur li-mu-um a-šur-ma-lik DUMU a-lá-ḫi-im URUDU al-qé lá tù-na-ḫa-ni a-ma a-wi-lu a-ni-ú-tum lu i-de8-ú na-áš-pé-er-tám ša um-me-a-ni IGI a-ni-ú-tim ší-me-ma a-na me-er-e ša-lim-a-šur lá ta-tù-ar <gap> ma-lá ga-me-er a-wa-tí-ni <gap> i-na na-áš-pè-er-tí-šu-nu <gap> ú-ša-ḫi-it-kà i-dí-a-šur ra-bi4-ṣa-am ša É ša-lim-a-šur en-um-a-šur ù ṣí-li-a ša ki-ma a-lá-ḫi-im e-pu-ul um-ma i-dí-a-šur-ma <gap> i-na <gap> a-wa-tí-ni <gap> ša qá-ta-tim <gap> ša en-um-a-šur ù a-lá-ḫi-im <gap> um-me-a-ni ša-lim-a-šur a-bi-ni ša me-tù DUB 40 GÚ URUDU SIG5 <gap> i-na ga-me-er a-wa-tí-ni iš-tí um-me-a-ni ša-lim-a-šur a-bi-ku-nu tù-ša-ḫa-ta-ni um-me-a-nu a-bi-ku-nu ma-du KI i-ku-pì-a tù-ša-ḫi-ta-ni-ma um-me-a-nu a-bi4-ku-nu ma-du-tù-um a-ḫu-ru-ma KI um-me-a-ni a-bi-ku-nu ša-ḫi-ta-ni-ma a-na ma-lá ga-me-er a-wa-tí-ni ú-lá a-tù-ra-ku-nu-tí u4-ma-am a ša a-dí-ni lá tù-ša-ḫi-tù-ni um-ma a-tù-nu-ma ša-ḫu-ta-tí a-na me-er-e ša-lim-a-šur lá ta-tù-ar a-ni-i ta-ar-ta-ag-ma-nim ù gám-ra-am ma-da-ma tù-ša-ag-ma-ra-ni ša mì-ma a-na É a-bi-a lá al-qé-ú a-na dí-tí-im ù ma-na-aḫ-tim ta-áš-ta-na-pá-ra-ni šu-ma i-na um-me-a-ni a-bi-ku-nu ma-ma-an i-tù-ra-am ù a-na-ku a-tù-ra-ku-nu-tí a-na a-wa-tim a-ni-a-tim kà-ru-um dur4-ḫu-mì-it ṣa-ḫe-er GAL i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in IGI en-um-a-šùr DUMU a-ḫi-a IGI PUZUR4.IŠTAR DUMU i-dí-sú-in IGI a-ḫi-a DUMU lá-li-im,6a
3005,41c55ce1-0a5d-4ba2-8e18-8b03d319cbec,Cuneiform Tablet Kt 94/k 744 (AKT 6a 278a),Kt 94/k 744,i-na 40 GÚ URUDU SIG5 ša i-dí-a-šur ú-mì-a-ni e-pu-lu ŠÀ.BA 6.66666 ma-na KÙ.BABBAR ṣa-ru-pá-am a-lá-ḫu-um iš-qú-ul-ma ki-ma šu-ku-bi-im a-ḫi-šu KÙ.BABBAR ì-lí-a il5-qé a-na ṣé-er KÙ.BABBAR a-nim 8.33333 ma-na KÙ.BABBAR en-nam-a-šur ú-ra-dí-ma ŠU.NÍGIN KÙ.BABBAR 15 ma-na KÙ.BABBAR ší-ni-šu ḫa-ra-nam i-ba-la-kà-at-ma šu-ku-bu-um KÙ.BABBAR-áp-šu uš-ta-ba IGI MAR.TU-ba-ni DUMU ma-na-na IGI ma-nu-ki-a-šur DUMU ší-mì-be-li IGI a-šur-ma-lik DUMU a-šur-ta-ak-lá-ku DUMU šu-{d}EN.LÍL,6a
3006,7b7188a7-3ea0-44ce-b867-bfd1f3ae04a9,Cuneiform Tablet Kt 94/k 1324 (AKT 6a 278),Kt 94/k 1324,ra-bi-ṣú-um ša É šál-ma-a-šur en-um-a-šur ṣí-li-a ša ki-ma a-lá-ḫi-im ù id-na-a-šur iṣ-bu-tù-ni-a-tí-ma a-wa-tí-šu-nu nu-ga-me-er-ma <gap> 40 GÚ URUDU SIG5 <gap> qá-ta-tí-šu-nu <gap> a-na en-um-a-šur ù a-lá-ḫi-im me-er-e šál-ma-a-šur ú-lá i-tù-wa-ar šu-ma 11 GÚ URUDU SIG5 ša ḫu-bu-ul DU10-ṣí-lá-a-šur ša ṭup-pu-šu ḫa-ar-mì-im ma-ma-ḫi-ir il5-qé URUDU ú <gap> šál-ma-a-šur <gap>,6a
3007,f2790576-5e77-46c0-b032-b3c900887c41,Cuneiform Tablet Kt 94/k 745 (AKT 6a 279),Kt 94/k 745,i-ku-pí-a a-na ra-bi-ṣí-im ša šál-ma-a-šur iṣ-ba-at-ni-a-tí-ma um-ma i-ku-pí-a-ma i-na 40 GÚ URUDU SIG5 ša áp-qí-du ŠÀ.BA 10 GÚ URUDU a-na-ku al-qé 30 GÚ URUDU a-ta tal-qé um-ma ra-bi-ṣú-um-ma a-na-ku al-qé um-ma ra-bi-ṣú-um-ma ù DUMU šál-ma-a-šur iš-tí i-dí-a-šur-ma ša-áš-ḫi-it-ni-a-tí IGI en-um-a-šur IGI DU10-ṣí-lá-a-šur IGI lu-lu,6a
3008,1d78e512-e1aa-4aaa-9318-72157ec81bc1,Cuneiform Tablet Kt 94/k 1370B (AKT 6a 281),Kt 94/k 1370B,a-ba-ba ra-bi4-ṣú-um ša šál-ma-a-šur a-na en-um-a-šur DUMU šál-ma-a-šur ù ṣí-li-a ša ki-ma a-lá-ḫi-im a-ḫi-šu iṣ-ba-at-ni-a-tí-ma um-ma a-ba-ba ra-bi4-ṣú-ma a-na en-um-a-šur ù ṣí-li-a ša ki-ma a-lá-ḫi-im 22 GÚ URUDU SIG5 i-na li-bi4-ku-nu um-ma en-um-a-šur-ma ù ṣí-li-a ša ki-ma a-lá-ḫi-im a-ḫi-šu ke-na i-na li-bi4-ni i-na kà-ni-iš a-na-ku ù a-ḫi-i ni-za-ku-ma a-li URUDU i-na li-bi4-ni i-bu-ra-ni KÙ.BABBAR-áp-šu ni-ta-dí-a-ku-um a-na a-wa-tim a-ni-a-tim kà-ru-um dur4-ḫu-mì-it i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in IGI DU10-ṣí-lá-a-šur IGI šu-ki-tim IGI en-nu-um-sú-in,6a
3009,f95b104d-571d-4c8c-9bfd-760aed29c7d5,Cuneiform Tablet Kt 94/k 1214 (AKT 6a 282),Kt 94/k 1214,16 GÚ 13 ma-na URUDU SIG5 ŠÀ.BA 6 GÚ 40 ma-na URUDU SIG5 ší-im KÙ.BABBAR iš-tí ì-lí-dan a-ba-ba ra-bi4-ṣú-um ù a-lá-ḫu-um il5-qé,6a
3010,ebc1e07b-20c9-471a-93f8-b02b50add5d2,Cuneiform Tablet Kt 94/k 1192 (AKT 6a 284),Kt 94/k 1192,11 i-lá-tim ša URUDU ku-nu-ku ša en-nam-a-šur ù ra-bi4-ṣí-im 6 ta-ma-lá-ku ša ṭup-pé ku-nu-ku ša en-nam-a-šur a-dí-da a-lá-ḫu-um ù ra-bi-ṣú-um ša a-na e-na-aḫ-DINGIR ni-ip-qí-du nu-šé-ṣí IGI a-šur-ba-ni DUMU ku-ta-a IGI be-lúm-ba-ni DUMU a-šur-be-el-a-wa-tim,6a
3011,dfad0b67-e34c-44df-8d8c-f5bf640f8ae2,Cuneiform Tablet Kt 94/k 927 (AKT 6a 283),Kt 94/k 927,en-um-a-šùr DUMU ša-lim-a-šùr a-na a-gi-a DUMU i-ku-nim iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šùr a-na a-gi-a-ma <gap> ṭup-pí ḫa-ru-mu-tim ša <gap> a-bi-kà i-na kà-ni-iš <gap> ku-a-tí-ma URUDU ú <gap> na <gap> ir <gap> bi zu <gap> me-ra me-tim a-na-ku <gap> a-šé-e <gap> a-wi-lu a-ni-ú-tum <gap> iš-tù ITU.1.KAM <gap> li-mu-um ša qá-tí a-šur-ma-lik <gap> a-na ša-na-at <gap> ḫa-ar-<gap> ša ku <gap> la <gap> lá <gap> a-na a-<gap> ḫa-ru-mu-tim <gap> a-ta ú a-<gap> ú-la ta-tù-ar-ma mì-ma la ta-na-pu-uš um-ma a-gi-a-ma i-na kà-ni-iš ṭup-pí ša ḫu-bu-ul a-bi-a a-ta lu ša-zu-úz-ta-kà lu a-ḫu-kà kà-li-ma-ni-ma šu-ma ṭup-pá-am ša ku-nu-uk a-bi-kà ú-lá ší-bi a-na ma-lá u4-me-a ú-la uš-té-li-a-ku-nu-tí a-na ma-lá ṭup-pí-a ša ku-nu-uk a-bi-ni ḫu-bu-li-ni ú-la a-tù-ar-ma lá a-na-pu-uš IGI DU10-ṣí-lá-a-šur DUMU a-li-li IGI bé-lu-um-ba-ni DUMU kà-sí-a IGI a-šur-ma-lik <gap>-ì-lí <gap> 14 GÍN ḫu-sà-ri-<gap> ik-ri-be <gap> 10 GÍN <gap> SIG5 iš-tí bé-lu-um-ba-ni DUMU kà-sí-a IGI DU10-ṣí-lá-a-šur DUMU a-li-li,6a
3012,a61c1d7a-b0bf-4d12-bd2c-2e45ca7ab1ed,Cuneiform Tablet Kt 94/k 1349 (AKT 6a 285),Kt 94/k 1349,a-na i-na-aḫ-DINGIR ù a-lá-ḫi-im qí-bi-ma um-ma a-ba-ba-ma 8 ANŠE ṣa-lá-mu 1.5 ma-na KÙ.BABBAR 6 GÍN KÙ.GI ša en-um-a-šur a-mì-ša-am a-na ší-a-ma-tim a-na SÍG.ḪI.A ša-a-mì-im ša-lim-a-ar-dí ù e-ni-ša-ru-um ub-lu-nim a-ma-kam ANŠE.ḪI.A ù lu-qú-sú i-wa-ṣa-i-šu-nu e-na-tim i-dá-ma ṣa-áb-ta iš-tí ì-lí-dan a-wa-tám ni-ib-tù-uq 5 ma-na KÙ.BABBAR iš-qú-ul-ni-a-tí 5 ma-na KÙ.BABBAR a-na 45 ḫa-am-ša-tim nu-ZA-mì-il5-šu-um 1.66666 ma-na KÙ.BABBAR a-na 15 ḫa-am-ša-tim i-ša-qal 1.66666 ma-na ša-ni-tám ma-áš-qá-al-tám a-na 15 ḫa-am-ša-tim i-ša-qal ta-áš-bi4-it KÙ.BABBAR a-na 45 ḫa-am-ša-tim i-ša-qal a-ḫu-kà i-na pu-úz-ri-im iš-tí ì-lí-dan ul-ta-ḫi-iš-ma gi5-mì-li i-na ṣé-er ì-lí-dan i-dí-ma a-na-ku ú-lá i-de8 21 GÚ SÍG.ḪI.A a-ḫu-kà a-na ì-lí-dan i-da-an-ma 6 ma-na KÙ.BABBAR i-na ri-iš SÍG.ḪI.A-ma ì-lí-dan a-na a-ḫi-kà i-ša-qal a-pu-tum a-ma-kam lu-qú-tám ṣa-áb-ta a-na-kam a-dí lu-qú-tim a-mì-tim sà-ḫe-er-ma ù a-na tí-ir-tí É a-bi-ku-nu ú-lá i-na-ḫi-id ù a-na-ku {d}UTU a-nu-um-ma ni-<gap> iš-tí-šu na-aṣ-bu-tá-ku,6a
3013,1f94ecc8-0e2b-4d49-a8ae-359b99f5d4da,Cuneiform Tablet Kt 94/k 1146A (AKT 6a 286),Kt 94/k 1146A,KIŠIB ma-ma-ḫi-ir dan-a-šur DUMU PUZUR4-a-šur a-lá-ḫi-im a-ḫi-šu ù šu-IŠTAR DUMU šu-ki-tim a-na en-um-a-šur DUMU ša-lim-a-šur,6a
3014,1db9efa0-5906-471c-a9d2-b2385c8ac7e9,Cuneiform Tablet Kt 94/k 1146B (AKT 6a 287),Kt 94/k 1146B,um-ma ma-ma-ḫi-ir-ma dan-a-šur a-lá-ḫu-um ù šu-IŠTAR-ma a-na en-um-a-šur qí-bi-ma mì-šu ša a-ma-kam a-šar lá a-bi-im ù um-mì-im na-lá-tí-ni-ma ù mu-ur-ṣa-am a-na mu-ur-ṣí-im tù-ra-du-ú ki-ma a-na-kam a-na É DINGIR tù-ru-du-ma iš-tí DINGIR e-na-na-tim té-ta-ri-šu ù IGI i-li-kà tù-ta-na-nu-nu ù a-ḫu-um ù eb-ru-um li-ba-am i-da-na-ku-nu a-ta a-ma-kam ki-ma a-we-lim ra-qí-im ša-na-at ta-ta-ša-áb ša tí-ir-tám ù ḫu-ša-ḫa-am lá tí-šu-ú a-na-kam um-me-a-nu a-bi-ku-nu ša ki-ma i-na pá-ni-tim té-ta-ta-ri-ša-ni a-na a-ḫi-kà ú-kà-lu-ma ù ki-ma a-ḫu-kà we-dí-ni-ma ù a šu-mì-kà ma-ga-ra-am ú-lá i-mu-a a-pu-tum i-na ša-am-ší ṭup-pí-ni ta-ša-me-ú tí-ib-a-ma a-tal-kam ù a-ḫi-ú-tum i-ta-bu-lu-kà KÙ.BABBAR 10 GÍN lu a-na ANŠE.ḪI.A lu a-na ḫi-ša-nim gu5-mu-ur-ma tí-ib-a-ma a-tal-kam a-na-kam É a-bi-ku-nu za-ki-a ma-ma-an ša-li-um i-na ṣé-ri-ku-nu lá i-ša-lá ú-um-šu-ma be-el a-wa-tí-ku-nu i-na a-wa-tí i-ra-de8-ú-ku-nu,6a
3015,8a9fbc13-b48d-4523-900d-2cfa69d42c4c,Cuneiform Tablet Kt 94/k 1606 (AKT 6a 288),Kt 94/k 1606,um-ma a-lu-lá-a ú a-mur-IŠTAR-ma a-na en-um-a-šur qí-bi4-ma ta-áš-pu-ra-am um-ma a-ta-ma ší-im URUDU KÙ.BABBAR ma-ma-ḫi-ir li-dí-na-ku-nu-tí um-ma né-nu-ma a-ḫu-um ku-a-tí a-wa-tum ša um-me-an a-bi4-šu-nu ga-am-ra-at KÙ.BABBAR 10 ma-na ú 20 ma-na šé-bi4-il5-šu-ma IGI um-me-an a-bi4-šu li-iš-ku-un-ma li-ik-bi4-it um-ma šu-ut-ma ú-lá ú-šé-ba-al-šu-um a-dí i-a-tám i-du-nu-ni ni-ip-nu-šu-ma um-ma né-nu-ma a-ḫu-ni a-ta ú en-nam-a-šur lá ša a-wa-tim šu-ma lá qé-pu-tum ḫu-sà-ra-am kà-il5 ú né-nu lu ni-pu-ul-kà a ma-lá DUMU-e šál-ma-a-šur ta-šé-e-ú i ba-áb ḫa-ra-nim nu-qí-ip-ma um-ma šu-ut-ma KÙ.BABBAR 10 ma-na ú-šé-ba-al wa-ar-ki-tám na-áš-pè-er-tum ša a-ḫi-kà i-li-kà-ma um-ma šu-ut-ma i-a-tí a-na a-wa-tim i-tù-ra-am ú-lá ší-ba-am a-na URUDU ú ḫu-sà-ri-im mì-ma li-ba-kà lá i-pá-ri-id al-kà-ma a-ta ú ma-ma-ḫi-ir na-me-ra-ma za-ku-sà ší-im AN.NA-kà 2 ma-na 22.5 GÍN KÙ.BABBAR šé-lu-um-ar-dí ú šé-pì-IŠTAR na-áš-a-kum,6a
3016,28aac206-a9c7-45c6-ba6a-d47d4f8ef737,Cuneiform Tablet Kt 94/k 1261 (AKT 6a 289),Kt 94/k 1261,ra-bi-ṣú-um ša šál-ma-a-šùr ma-ma-ḫi-ir iš-al um-ma ra-bi-ṣú-um-ma i-na dí-in a-lim{ki} ḫu-sà-ru-um ša šál-ma-a-šùr ša i-na a-lim{ki} i-ší-ik-nu lu um-me-a-nu šál-ma-a-šùr iṣ-bu-tù-ú lu a-na ḫu-bu-ul me-er-e šál-ma-a-šùr il5-qé-ú lu KÙ.BABBAR lu ḫu-sà-ru-ú ú-ta-ru-ú ša lá ú-ta-e-ru-ú i-ša-ri-iq-šu-um šál-ma-a-šùr i bu-ul-ṭí-šu ḫu-sà-ra-am a-na ší-a-ma-tim i-dí-na-kum lu ḫu-sà-ra-am dí-nam lu KÙ.BABBAR ší-im ḫu-sà-ri-im dí-na-ma a-na a-lim{ki} lu-bi-il5 lá tù-ni-ḫi ra-bi-ṣa-am i-a-tí ša ni-iš a-lim{ki} ú ru-ba-im ta-mu-ú lu ú-kà-al ki-ma ú-ni-ḫi-ni ḫu-sà-ra-am lu ší-im ḫu-sà-ri-im ta-da-nam lá i-mu-ú lá ri-ig-ma-tum ší-bu-tum IGI šu-IŠTAR DUMU e-ra-dí IGI ú-gi-e-<gap> DUMU e-na-ma-a-šùr,6a
3017,3b27e9ea-05c2-49b7-bc7e-b624ef8a6922,Cuneiform Tablet Kt 94/k 1168 (AKT 6a 290),Kt 94/k 1168,2 na-ru-uq ŠE-am i-dí-a-šur 2 na-ru-uq ŠE-am 1 na-ru-uq ar-ša-tum e-na-sú-in DUMU ì-lí-a-lim 2 na-ru-uq ŠE-am PUZUR4-e-nam 1 DUG ŠE-am a-dí-da 1 DUG ŠE-um ili5-ba-ni 1 na-ru-uq 1 DUG ŠE-am-tim a-na ḫa-dí-tum um-mì-šu 2 DUG ar-ša-tim a-ba-ba ra-bi-ṣú-um mì-ma a-nim a-we-el-tum i-ta-dí-in i li-bi ú-ṭí-tim i-ṣa-ḫi-ir a-ḫa-ma 1 na-ru-uq ar-ša-tim ša-da-ag-de8-e a-na DUMU ì-lí-a-lim a-dí-in 1 na-ru-uq ar-ša-tim iš-tù tù-um-li-a a-na PUZUR4-e-nam ú-šé-bi4-lá-am,6a
3018,64d4ae91-42f3-4244-a38e-8700d2bb9af5,Cuneiform Tablet Kt 94/k 1346 (AKT 6a 291),Kt 94/k 1346,<gap> a-na ma-lá dí-in a-lim{ki} lu ni-ta-la-ak-ma <gap> qí-bi-ma a-ḫi a-ta <gap> i-na {d}UTU-ši ṭup-pí ta-ša-me-ú tí-ib-a-ma a-tal-kam <gap> lá a-kà-ṣa-ad a-na ša ki-ma i-a-tí qí-bi-ma <gap> iš-tí a-ba-ba bu-lá-tí-ni <gap> lá i-mu-a <gap> a-na <gap> lá <gap> bi ší <gap> i-a-tí qí-bi-ma iḫ-da-ma a <gap>,6a
3019,f06a66fe-56e3-4f0a-9d4f-14ffae1c79a4,Cuneiform Tablet Kt 94/k 587B (AKT 6a 293),Kt 94/k 587B,um-ma en-um-a-šur-ma a-na en-na-sú-in ù DINGIR-ba-ni qí-bi-ma šál-ma-ku lu ḫa-dí-a-ni7 mì-ma i-ṣé-ri-a šál-ma-a-šur lá il5-qé É a-bi-ni a-na-ku ù a-tù-nu na-am-ra-ni a-pu-tum tí-ib-a-ni-ma a-tal-kà-nim 1 GÍN KÙ.BABBAR ší-tám ša DINGIR-ba-ni en-na-sú-in ub-lam ša i-na-sú-in LUGAL-{d}IM mì-ma lá ub-lam ù šu-ma be-ú-lá-tí-ku-nu ba-at-qá-tù-nu a-na-ku ú-ša-ba iš-tí a-ba-ba ta-ma-ku,6a
3020,5775a63c-7eaf-4a3b-881a-7fc2d1b322ec,Cuneiform Tablet Kt 94/k 1217 (AKT 6a 295),Kt 94/k 1217,iš-tù en-um-a-šur me-tù-ú 2 ma-na 15 GÍN KÙ.BABBAR a-ba-ba ra-bi-ṣú-um il5-qé ITU.KAM ku-zal-li li-mu-um en-na-sú-in DUMU šu-a-šur IGI e-na-aḫ-DINGIR DUMU šu-a-šur IGI a-dí-da DUMU ÌR-ad-i-li-šu IGI id-na-a,6a
